Date,Open,High,Low,Close,Adj Close,Volume
2015-07-03,11082.040039,11123.179688,11005.759766,11058.389648,11058.389648,0
2015-07-06,10825.059570,10996.450195,10823.549805,10890.629883,10890.629883,0
2015-07-07,10930.019531,10946.870117,10663.990234,10676.780273,10676.780273,0
2015-07-08,10710.290039,10802.799805,10652.790039,10747.299805,10747.299805,0
2015-07-09,10795.110352,11035.040039,10784.469727,10996.410156,10996.410156,0
2015-07-10,11170.709961,11339.780273,11149.269531,11315.629883,11315.629883,0
2015-07-13,11489.169922,11506.980469,11421.820313,11484.379883,11484.379883,0
2015-07-14,11456.540039,11519.360352,11414.389648,11516.900391,11516.900391,0
2015-07-15,11508.339844,11566.019531,11475.959961,11539.660156,11539.660156,0
2015-07-16,11624.480469,11787.580078,11607.139648,11716.759766,11716.759766,0
2015-07-17,11747.469727,11753.179688,11649.940430,11673.419922,11673.419922,0
2015-07-20,11679.469727,11802.370117,11678.129883,11735.719727,11735.719727,0
2015-07-21,11760.000000,11773.490234,11583.879883,11604.799805,11604.799805,0
2015-07-22,11511.190430,11589.639648,11486.309570,11520.669922,11520.669922,0
2015-07-23,11611.419922,11614.759766,11453.620117,11512.110352,11512.110352,0
2015-07-24,11467.830078,11542.900391,11334.769531,11347.450195,11347.450195,0
2015-07-27,11287.769531,11297.500000,11052.860352,11056.400391,11056.400391,0
2015-07-28,11129.910156,11242.429688,11068.309570,11173.910156,11173.910156,0
2015-07-29,11249.299805,11253.559570,11123.250000,11211.849609,11211.849609,0
2015-07-30,11305.459961,11313.269531,11140.650391,11257.150391,11257.150391,0
2015-07-31,11271.309570,11308.990234,11173.169922,11308.990234,11308.990234,0
2015-08-03,11295.500000,11460.400391,11248.269531,11443.719727,11443.719727,0
2015-08-04,11408.230469,11476.900391,11380.809570,11456.070313,11456.070313,0
2015-08-05,11503.209961,11655.740234,11497.919922,11636.299805,11636.299805,0
2015-08-06,11605.589844,11669.860352,11574.969727,11585.099609,11585.099609,0
2015-08-07,11561.370117,11582.900391,11484.849609,11490.830078,11490.830078,0
2015-08-10,11545.629883,11618.299805,11431.759766,11604.780273,11604.780273,0
2015-08-11,11548.000000,11561.000000,11278.709961,11293.650391,11293.650391,0
2015-08-12,11151.719727,11153.639648,10892.879883,10924.610352,10924.610352,0
2015-08-13,11098.169922,11153.959961,10980.860352,11014.629883,11014.629883,0
2015-08-14,11010.500000,11093.070313,10911.190430,10985.139648,10985.139648,0
2015-08-17,11044.750000,11113.790039,10818.709961,10940.330078,10940.330078,0
2015-08-18,10916.709961,10976.040039,10883.110352,10915.919922,10915.919922,0
2015-08-19,10819.849609,10848.839844,10681.360352,10682.150391,10682.150391,0
2015-08-20,10593.280273,10654.549805,10400.990234,10432.190430,10432.190430,0
2015-08-21,10228.700195,10437.280273,10124.519531,10124.519531,10124.519531,0
2015-08-24,9805.719727,9935.530273,9338.200195,9648.429688,9648.429688,0
2015-08-25,9816.589844,10185.879883,9748.919922,10128.120117,10128.120117,0
2015-08-26,9956.849609,10159.990234,9853.120117,9997.429688,9997.429688,0
2015-08-27,10271.330078,10382.950195,10222.040039,10315.620117,10315.620117,0
2015-08-28,10335.919922,10336.919922,10186.070313,10298.530273,10298.530273,0
2015-08-31,10200.980469,10273.500000,10132.150391,10259.459961,10259.459961,0
2015-09-01,10073.740234,10119.530273,9928.650391,10015.570313,10015.570313,0
2015-09-02,10060.309570,10122.269531,9962.250000,10048.049805,10048.049805,0
2015-09-03,10161.360352,10380.360352,10145.730469,10317.839844,10317.839844,0
2015-09-04,10216.169922,10216.169922,9996.160156,10038.040039,10038.040039,0
2015-09-07,10148.799805,10184.570313,10055.139648,10108.610352,10108.610352,0
2015-09-08,10198.599609,10371.900391,10198.450195,10271.360352,10271.360352,0
2015-09-09,10489.290039,10512.610352,10301.179688,10303.120117,10303.120117,0
2015-09-10,10216.019531,10326.530273,10157.370117,10210.440430,10210.440430,0
2015-09-11,10243.400391,10243.400391,10079.030273,10123.559570,10123.559570,0
2015-09-14,10112.900391,10225.370117,10084.870117,10131.740234,10131.740234,0
2015-09-15,10154.759766,10244.860352,10070.160156,10188.129883,10188.129883,0
2015-09-16,10288.389648,10336.200195,10173.959961,10227.209961,10227.209961,0
2015-09-17,10269.320313,10273.269531,10208.509766,10229.580078,10229.580078,0
2015-09-18,10177.580078,10180.549805,9861.509766,9916.160156,9916.160156,0
2015-09-21,9837.129883,10000.620117,9785.110352,9948.509766,9948.509766,0
2015-09-22,9974.410156,9974.799805,9558.959961,9570.660156,9570.660156,0
2015-09-23,9578.099609,9712.459961,9492.860352,9612.620117,9612.620117,0
2015-09-24,9599.910156,9707.690430,9362.280273,9427.639648,9427.639648,0
2015-09-25,9594.530273,9745.769531,9585.330078,9688.530273,9688.530273,0
